Title,Pembimbing,Keywords,NIM
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211118
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211118
Optimasi Visualisasi Data Spasial Berbasis Poligon pada Solap untuk Komoditas Pertanian Indonesia,"Dr. Eng. Annisa, S.Kom, M.Kom","waktu akses, analisis data, visualisasi data, optimasi, proses, data spasial, visualisasi, aplikasi berbasis web",G6401211118
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211119
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211119
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211119
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211119
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211119
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211120
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211120
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211120
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211120
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211120
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211121
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211121
Pengembangan Sistem Pendukung Keputusan untuk Pemeringkatan Pegawai pada PT XYZ,"Irman Hermadi, S.Kom, MS, P.hD","prototyping, menilai, proses, pengambilan, perangkat lunak, pengembangan perangkat lunak",G6401211121
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211121
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211121
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211130
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211130
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211130
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211130
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211130
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211139
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211139
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211139
Perancangan Antarmuka Pengguna Web Mata Kuliah Interaksi Manusia Komputer untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, antarmuka pengguna grafis, proses, pengalaman pengguna, antarmuka pengguna",G6401211139
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211139
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211142
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211142
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211142
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211142
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211142
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211146
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211146
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211146
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211146
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211146
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211149
Pengembangan Sistem Pendukung Keputusan untuk Pemeringkatan Pegawai pada PT XYZ,"Irman Hermadi, S.Kom, MS, P.hD","prototyping, menilai, proses, pengambilan, perangkat lunak, pengembangan perangkat lunak",G6401211149
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211149
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211149
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211149
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221001
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221001
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221001
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221001
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221001
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221002
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221002
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221002
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221002
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221002
Optimasi Proses Pembuatan Wafer Pakan yang Mengandung Bahan Limbah Kacang Tanah pada Suhu Pemanasan Berbeda,"Dr. Eng. Annisa, S.Kom, M.Kom","c, conditions, process, proses",G6401221003
Model Klasifikasi Kesesuaian Lahan Bawang Putih Menggunakan Interpolasi Spasial dan Algoritme Pohon Keputusan,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","c, meningkatkan, pohon keputusan, model pohon keputusan",G6401221003
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221003
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221003
Pengamatan Lingkungan Kandang Berbasis Internet of Things (IoT) pada Pertumbuhan Ayam Pedaing,"Dr. Ir. Sri Wahjuni, MT","c, internet, internet of things, iot, sensor, perbedaan, sistem jaringan, analisis regresi, metode regresi",G6401221003
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221004
Analisis Interaksi Antar Protein Menggunakan KDominant Skyline untuk Identifikasi Protein Signifikan Terkait Diabetes Mellitus,"Dr. Eng. Annisa, S.Kom, M.Kom","centrality measures, ins, skyline, topologi",G6401221004
Pengembangan Sistem Pendukung Keputusan untuk Pemeringkatan Pegawai pada PT XYZ,"Irman Hermadi, S.Kom, MS, P.hD","prototyping, menilai, proses, pengambilan, perangkat lunak, pengembangan perangkat lunak",G6401221004
Modul Incremental Sequential Pattern Mining untuk Data Titik Panas Pulau Sumatra.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","minimum support, pengambilan, perangkat lunak",G6401221004
Pengembangan Sistem Pemantauan Progres Proyek pada Website TeamMate Departemen IT Solution PT X,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, perangkat lunak, proyek perangkat lunak, arsitektur sistem",G6401221004
Pengembangan Algoritme Niching Particle Swarm Optimization Untuk Pencarian Target Pada Sistem Multi-Robot,"Prof. Dr. Ir. Agus Buono, M.Si., M.Kom.","multirobot, multitarget, optimization, particle swarm, particle swarm optimization, pso, robot, fungsi, sistem multirobot, optimasi, masalah optimasi, target titik, lingkungan statis",G6401221005
Implementasi Algoritme Inverse Kinematics pada Robot Gripper,"Dr. Karlisa Priandana, ST. M.Eng","inverse kinematics, manipulator, robot, robot manipulator, otomatisasi, kombinasi, proses",G6401221005
Lokalisasi Berbasis Video Real-time untuk Sistem Kontrol pada Robot Beroda,"Dr. Medria Kusuma Dewi Hardhienata, S.Komp","control system, gps, robot, robot control, robots, sensor, meningkatkan, kamera, sistem kontrol, video realtime, kontrol robot, sistem kontrol robot, navigasi robot",G6401221005
Identifikasi Cabang dan Daun Tanaman Melon Pada Citra RGB-D Menggunakan Metode Mask R-CNN,"Dr. Ir. Sri Wahjuni, MT","applied, automation, process, robot, sensor, meningkatkan, kamera, membedakan, proses, rekomendasi",G6401221005
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221005
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221006
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221006
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221006
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221006
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221006
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221007
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221007
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221007
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221007
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221007
Model Klasifikasi Kesesuaian Lahan Bawang Putih Menggunakan Interpolasi Spasial dan Algoritme Pohon Keputusan,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","c, meningkatkan, pohon keputusan, model pohon keputusan",G6401221008
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221008
Optimasi Proses Pembuatan Wafer Pakan yang Mengandung Bahan Limbah Kacang Tanah pada Suhu Pemanasan Berbeda,"Dr. Eng. Annisa, S.Kom, M.Kom","c, conditions, process, proses",G6401221008
Instrumentasi Kode Program Secara Otomatis Untuk Path Testing.,"Irman Hermadi, S.Kom, MS, P.hD","c, matlab, kemungkinan, proses, bahasa pemrograman, perangkat lunak",G6401221008
Pengembangan Sistem Pemantauan Progres Proyek pada Website TeamMate Departemen IT Solution PT X,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, perangkat lunak, proyek perangkat lunak, arsitektur sistem",G6401221008
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221009
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221009
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221009
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221009
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221009
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221010
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221010
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221010
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221010
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221010
An Affective Instruction for Mathematics Teaching based on Hybrid Kansei Engineering Approach,"Dr. Medria Kusuma Dewi Hardhienata, S.Komp","desain kursus, frekuensi dokumen, rekayasa, frekuensi, gaya belajar, matematika, penambangan opini, analisis komponen utama, semantik, efektivitas pengajaran, validasi, verifikasi",G6401221011
Model Prediksi Perubahan Tutupan Lahan pada Area Kebakaran Lahan Menggunakan Model Cellular Automata Markov,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","automata, cellular, cellular automata, markov model",G6401221011
Pengembangan Sistem Informasi Meeting Berbasis Web Menggunakan Framework CodeIgniter,"Dean Apriana Ramadhan, S.Komp., M.Kom.","php, prototyping, meningkatkan, ilmu komputer, fakultas, frekuensi, sistem informasi, matematika, proses",G6401221011
Pemodelan dan Prediksi Interaksi Protein-protein Diabetes Mellitus Tipe 2 dengan Feedforward Neural Network,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","feedforward neural network, neural network, random forest, support vector, fungsi, matematika, tingkat kepercayaan",G6401221011
Rancang Bangun Sistem Informasi Manajemen Tesis Program Magister Ilmu Komputer IPB Dengan Metode Waterfall,"Dr. Eng. Annisa, S.Kom, M.Kom","waterfall, ilmu komputer, pendidikan, fakultas, sistem informasi, sistem informasi manajemen, matematika, proses",G6401221011
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221012
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221012
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221012
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221012
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221012
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221013
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221013
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221013
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221013
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221013
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221014
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221014
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221014
